Project Name,Description,Id,Ref,Source,"Publishers (Name, Reference)",Currency,Commitment,Disbursment,"Donor (Name, reference, type)",Contract Signature Date,Final Date for Implementation,Recipients,Sectors,Contract Status,"Aid Types (Name, code)",Finance Type Code,Finance Type,Activity Flow Code,Activity Flow Type,Collaboration Type Code,Collaboration Type,"Transactions (Code, Type, Amount, Start date, End date, Implementing Partner ID, Implementing Partner name)","Markers (Id, name, type)"
Supporting advocacy for electoral reforms in Pakistan,"The programme focuses on advocacy for a stronger electoral process in Pakistan ahead of the 2013 general and provincial elections. The specific objective of the programme is to contribute to better informed electoral stakeholders, positioned to contribute constructively to the electoral reform process and elections.",null,EC-FPI-2012/284-424,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1908626.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-03-23,2013-09-22,,Government and Civil Society,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,739496.0,2013-Apr-24,,230015575,EC;D,Disbursement,181324.0,2014-Jun-17,,230015575,EC;D,Disbursement,987806.0,2012-Apr-04,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;3,Develop a global partnership framework,MDG;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
Working Towards Preventing and Reducing Violence in Jonglei State,Reduction of violence through improvement  of peaceful approaches and  improved access to basic services in Jonglei state,null,EC-FPI-2012/308-946,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1888000.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-12-26,2013-12-25,,Security,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,377600.0,2015-Oct-29,,;D,Disbursement,1510400.0,2013-Jan-29,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Strengthening United Nations Capacities to Support Mediation,Strengthening United Nations Capacities to Support Mediation,null,EC-FPI-2011/278-845,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1770444.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-01-01,2013-12-31,,Security,3,"""Contributions to Specific-Purpose Programmes and Funds Managed by International Organisations ,B03,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,754133.0,2013-Aug-14,,;D,Disbursement,1016311.0,2011-Dec-16,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Support for Electoral Reform in Pakistan (SERP) Project -2012-2014,The overall objective of the project is to contribute to more credible and inclusive elections in Pakistan. Specific objectives include:1. Strengthened democratic legal framework for elections2. Strengthened electoral management capacity of Election Commission of Pakistan to conduct credible election3. Increased voter and civic education outreach,null,EC-FPI-2012/284-454,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1686764.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-07-28,2014-01-27,,Government and Civil Society,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,706764.0,2014-Apr-14,,230015575,EC;D,Disbursement,980000.0,2012-Aug-09,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;3,Develop a global partnership framework,MDG;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
''Sustainable Productive Rural Capacity Building Project for the Rural Poor in six Woredas of SNNP Region,"The proposed action intends to increase the socio-economic resilience of 11,700 vulnerable rural households (around 60,000 people) in six weredas of SNNP Region, diversifying their income source by engaging in alternative on-farm and off-farm income generating activities; improving access to the necessary productivity enhancing inputs",null,EC-FPI-2012/299-373,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1373600.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-08-16,2014-02-15,,Commodity Aid and General Programme Assistance,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,354102.0,2014-Jan-27,,230015575,EC;D,Disbursement,49192.0,2015-Mar-03,,230015575,EC;D,Disbursement,970306.0,2012-Sep-01,,230015575,EC","8,Desertification,Rio Marker;6,Climate change mitigation,Rio Marker;5,Biodiversity,Rio Marker;7,Climate change adaptation,Rio Marker;14,Trade development,DAC marker;1,Promote gender equality and empower women,MDG;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG"
Human rights protection for stability in Central Asia,"The overall objective is to strengthen the promotion and protection of human rights in Central Asia, to contribute towards stabilisation and conflict prevention.",null,EC-FPI-2012/285-614,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1373510.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-07-01,2013-12-31,,Government and Civil Society,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,1406.0,2014-Dec-19,,;D,Disbursement,866421.0,2012-Jul-10,,;D,Disbursement,505683.0,2014-Oct-22,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;3,Develop a global partnership framework,MDG;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
Projet dappui à la relance sociale et économique dans le Nord du Niger,"Objectif global : Contribuer à la consolidation de la paix et à lamélioration de la stabilité sociale et économique dans les régions du Nord du Niger (Agadez, Tahoua et Tillabéry).Objectif spécifique : Accrotre les revenus monétaires des jeunes (hommes et femmes) au niveau des 25 communes dintervention de lIdS-CT.",null,EC-FPI-2012/298-595,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1304451.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-08-11,2013-02-10,,Security,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,551043.0,2013-Oct-08,,230015575,EC;D,Disbursement,32328.0,2014-Dec-20,,230015575,EC;D,Disbursement,721080.0,2012-Aug-30,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;3,Develop a global partnership framework,MDG;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
Action citoyenne pour une paix durable à l'Est de la RD Congo,1.Les ressources naturelles profitent plus aux populations congolaises et cessent dêtre sources de conflits violents.2.Un leadership nouveau émerge dans la société. Il permet plus desprit de revendication et de  redevabilité  (accountability).3.Les différents groupes ethniques négocient leur cohabitation pacifique. Un dialogue sinitie avec les populations des pays voisins.,null,EC-FPI-2012/283-808,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1199998.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-02-28,2013-08-27,,Security,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,119998.0,2014-Jun-17,,230015575,EC;D,Disbursement,653010.0,2012-Mar-12,,230015575,EC;D,Disbursement,426990.0,2013-Oct-08,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;3,Develop a global partnership framework,MDG;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
Apoyo al proceso de desarrollo legislativo e implementación del derecho a la consulta y participación de los Pueblos Indgenas en Bolivia.,"Contribuir a la efectiva aplicación con enfoque de género del  derecho a la consulta previa, libre e informada de los pueblos indgena originario campesino (PIOC) en todos los ámbitos del desarrollo que pudiesen afectar a sus derechos, en concordancia con lo establecido en el Convenio 169 de la OIT y la Declaración de las Naciones Unidas sobre los Derechos de los Pueblos Indgenas.",null,EC-FPI-2012/309-663,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,947691.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-11-05,2014-05-04,,Government and Civil Society,3,"""Other Technical Assistance,D02,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,400581.0,2014-Jan-30,,;D,Disbursement,532559.0,2013-Apr-01,,;D,Disbursement,14551.0,2015-Sep-29,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
"Fortalecimiento de las capacidades institucionales del Estado boliviano en prevención de crisis, gestión constructiva de conflictos y diálogo","Fortalecer la capacidad de las instituciones del sistema judicial boliviano para cumplir las normas y estándares internacionales de derechos humanos, independencia judicial, transparencia institucional y acceso a la justicia.",null,EC-FPI-2012/307-487,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,910820.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-11-29,2014-05-28,,Government and Civil Society,3,"""Other Technical Assistance,D02,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,671382.0,2013-Jan-16,,;D,Disbursement,64133.0,2016-Mar-21,,;D,Disbursement,175305.0,2015-Sep-29,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Equipping National and Local Actors in Internal Conflict Management Processes with Skills for Dialogue and Constructive Negotiation,Equipping National and Local Actors in Internal Conflict Management Processes with Skills for Dialogue and Constructive Negotiation,null,EC-FPI-2011/280-035,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,800000.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-01-02,2013-07-01,,Security,3,"""Contributions to Specific-Purpose Programmes and Funds Managed by International Organisations ,B03,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,694944.0,2011-Dec-07,,;D,Disbursement,13696.0,2014-Dec-19,,;D,Disbursement,91360.0,2014-Jan-30,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Consolidating Peace in Cote dIvoire through Transitional Justice,The overall objective of this action is to help consolidate peace through transitional justice (TJ) approaches in Cote dIvoire.,null,EC-FPI-2012/283-431,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,618354.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-09-01,2014-02-28,,Security,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,199344.0,2014-Jul-03,,230015575,EC;D,Disbursement,382656.0,2012-Sep-26,,230015575,EC;D,Disbursement,36354.0,2015-Jun-04,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;3,Develop a global partnership framework,MDG;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
Fortalecimiento e incremento de la independencia del sistema judicial en Bolivia,"Fortalecer la capacidad de las instituciones del sistema judicial para cumplir las normas y estándares internacionales de derechos humanos, independencia judicial, transparencia institucional y acceso a la justicia,",null,EC-FPI-2012/306-598,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,572010.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-12-05,2014-06-04,,Government and Civil Society,3,"""Other Technical Assistance,D02,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,33680.0,2015-Jul-22,,;D,Disbursement,390051.0,2013-Jan-16,,;D,Disbursement,148279.0,2014-Mar-27,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Fortalecimiento de la independencia del sistema judicial boliviano,"Fortalecer la capacidad de las instituciones del sistema judicial boliviano para cumplir las normas y estándares internacionales de derechos humanos, independencia judicial, transparencia institucional y acceso a la justicia.",null,EC-FPI-2012/306-020,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,447000.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-11-01,2014-04-30,,Government and Civil Society,3,"""Other Technical Assistance,D02,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,379825.0,2012-Nov-05,,;D,Disbursement,67175.0,2013-Dec-02,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;3,Develop a global partnership framework,MDG;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
